Timestamp,Age ,Gender  ,Marital_Status,Type_of_Family,Family_Size,Education_Level,Occupation,Family_Annual_Income,"Number_of_earning _members_in_the_family
(Including you)",With_whom_you_usually_spend_your_most_of_the_Leisure_time_with,What_are_reasons_for_the_same,TRAVEL,JOB_STUDY,HOUSEWORK,CALLING,CareOfHealth,MEALS,SOCIALMEDIA,SLEEP,ENTERTAINMENT,LEISURETIME,activities_in_a_regular_day,What_do_you_prefer_to_do_in_your_freetime,Your_Attitude_Toward_Life,Mental_Stability,Time_management,Passion_for_Living,Difficult_Interactions,Healthy_Life,Fullfill_your_enjoyments,Daily_Struggle,Social_Neighbourhood,Weekend_satisfaction,Promptness,Transport_facilities,Environment_in_your_Locality/Area,Unorthodox_family,Sufficient_Resources,Fulfilment_of_desires,High_Expectations_towards_life,Work/Study_Environment,Have_you_ever_considered_making_improvements_to_your_daily_routine,"Then_why_do_you_want_OR_don't_you_want_to_improve_your_daily_routine
(SHORT ANSWER)"
10/14/2023 22:17:04,22,Female,Single,Nuclear,4,Post Graduate,Student,3-6 lakh,1,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",2,4,2,1,1,2,2,7,1,1,"Use Mobile, Travel, Studying, Reading Books, Cooking","Social Media, Sleeping, Family Time",4,4,3,4,3,4,5,4,3,4,4,4,4,4,4,4,4,4,No,I do my own work as per schedule time period so I think I don't need to improve it
10/14/2023 22:19:51,22,Female,Single,Nuclear,4,"Professional course (Diploma, ITI, etc.)",Business,3-6 lakh,3,Friends,"Refresh Mood, Self motivation",1,8,2,0.5,0,1,2,7,2,1,"Use Mobile, Reading Books, Job / Work","Social Media, Sleeping, Hangout with friends, Reading Books, Music",4,3,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,Because change  is necessary 
10/14/2023 22:20:47,18,Female,Single,Nuclear,5,"Professional course (Diploma, ITI, etc.)",Self-Employed,0-3 lakh,3,Alone,Feels good,4,8,1,1,0,0.5,2,5,2,1.5,"Use Mobile, Watching (T.V. /Reels/Movies), Job / Work","Sleeping, Music",1,1,3,2,3,3,1,3,2,3,3,3,3,3,3,3,2,3,No,I prefer stability over potential disruption.
10/14/2023 22:28:25,22,Female,Single,Nuclear,3,Graduate,Student,9-12 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Self motivation",2,4,2,0.5,1,1,2,6,2,4,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time, Gardening","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends",3,1,2,1,1,1,1,4,2,2,2,4,4,2,2,2,2,2,Yes,"I aim to optimize my routine to cultivate better habits, increase productivity, and foster a healthier mindset."
10/14/2023 22:29:27,26,Female,Single,Nuclear,6,Post Graduate,Private Sector,9-12 lakh,2,Partner,"Refresh Mood, Reduce Anxiety, Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",1,10,1,2,0.5,2,1,6,1,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Job / Work, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc)","Social Media, Sleeping, Hangout with friends, Personality Development, Long Drive, Just Relaxing (Resting), Shopping",3,3,2,4,2,4,5,3,3,5,4,4,3,4,5,5,5,3,Yes,For mental peace and to remove negativity around me.
10/14/2023 22:31:13,22,Female,Single,Nuclear,3,Graduate,Student,0-3 lakh,2,Alone,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",2,6,1,1,0,2,2,8,2,0.5,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Just Relaxing (Resting), Music",3,1,1,3,5,1,2,5,1,1,2,3,1,5,5,4,3,2,Yes,I want to improve it for my own better lifestyle
10/14/2023 22:34:43,22,Male,Single,Nuclear,3,Graduate,Fresher,3-6 lakh,1,Friends,Refresh Mood,1,3,0.5,1,2,1,2,8,2,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Personal Hygiene, Family Time, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Shopping, Social Activities, Chatting, Music, Go for a walk",4,4,5,5,4,5,4,5,4,4,5,4,4,4,4,4,4,4,Yes,To be more focused on my work 
10/14/2023 22:35:55,27,Female,Single,Nuclear,4,Post Graduate,Self-Employed,9-12 lakh,3,Alone,"Refresh Mood, Privacy (just your alone time)",1,0,3,0.5,1,2,4,8,2,2,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Reading Books, Job / Work, Cooking, Personal Hygiene",Sleeping,5,4,5,5,5,4,3,4,1,5,5,5,5,1,5,5,5,5,Yes,To reduce usage of time in scrolling social media
10/14/2023 22:36:39,22,Female,Single,Nuclear,4,"Professional course (Diploma, ITI, etc.)",Student,9-12 lakh,3,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Self motivation",4,3,2,1,0,3,3,6,2,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Cooking, Personal Hygiene, Power Nap, Shopping (Clothes, Electronics, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Shopping, Chatting, Part time work, Music, Go for a walk",3,2,1,3,5,3,1,2,1,2,4,4,3,5,4,5,3,3,Yes,Drinking water in 1 hour  daily
10/14/2023 22:38:36,24,Female,Single,Joint,5,Post Graduate,Private Sector,0-3 lakh,3,Alone,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",2,9,1,0.25,1,2,2,8,1,0.5,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Reading Books, Job / Work, Idle Time, Power Nap, Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Reading Books, Music, Go for a walk",4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,Yes,To make lifestyle better 
10/14/2023 22:39:08,19,Male,Single,Nuclear,2,Graduate,Student,0-3 lakh,1,Friends,"Refresh Mood, Reduce Anxiety",2,7.5,0.5,1,1,1,2,8,2,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Cooking, Creative Activities (Writing, Crafting, Photography, etc), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Long Drive, Just Relaxing (Resting), Shopping, Music",4,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4,5,3,Yes,Better time management 
10/14/2023 22:46:11,19,Female,Single,Nuclear,6,HSC,Student,0-3 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment)",2,2,1,1,0.5,1,2,8,1,5,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Cooking, Family Time","Social Media, Sleeping, Family Time, Learning new things, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Chatting, Writing",1,5,1,3,1,3,5,5,1,3,5,2,1,1,1,2,4,2,Yes,I want to improve my daily routine because I want to do a job
10/14/2023 22:50:58,21,Male,Single,Nuclear,3,Post Graduate,Student,12-15 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",6,2,2,0,0.5,0.5,1.5,8,2,2,"Use Mobile, Travel, Exercise(Gym/Yoga /etc), Studying, Job / Work, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Sleeping, Family Time, Hangout with friends, Long Drive, Just Relaxing (Resting), Music, Go for a walk",5,4,5,5,3,4,2,5,3,4,5,5,5,1,5,3,1,5,Yes,No. Because I am particular in few things ... and I think that I complete it in given period of time
10/14/2023 22:53:11,49,Female,Married,Nuclear,3,Graduate,Private Sector,6-9 lakh,2,Family,"Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), ",3,9,2,0.25,0.5,1.5,2,6,1,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Reading Books, Job / Work, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Sleeping, Family Time, Reading Books, Just Relaxing (Resting), Shopping, Chatting, Music",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,To improve  my health
10/14/2023 22:55:05,21,Female,Single,Nuclear,4,Post Graduate,Student,above 15 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment)",3,5,0,0,0,3,1,6,3,3,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Reading Books, Idle Time, Family Time, Technolgy (Gadgets, Programming, etc)","Sleeping, Reading Books, Music, Pet Grooming",4,5,3,4,4,5,3,5,3,3,4,4,4,2,5,3,5,5,Yes,"I guess I don't know what improvements are need to be done yet. Or if there's anything I would like to do, but something needs to be improved, yeah I guess its time management.."
10/14/2023 23:01:36,21,Female,Single,Nuclear,5,HSC,Student,0-3 lakh,1,Alone,Quality Time (for some enjoyment),0.5,7,3.5,1,0.5,1,1,8,1,1,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time, ","Social Media, Family Time, Just Relaxing (Resting), Go for a walk",5,5,3,5,2,5,5,4,2,5,3,2,4,5,3,3,4,3,Yes,Want to improve more
10/14/2023 23:06:23,20,Female,Single,Nuclear,12,Graduate,Student,6-9 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",4,5,1,0.5,0.5,1,2,8,1,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Long Drive, Just Relaxing (Resting), Shopping, Chatting, Music, Go for a walk",5,3,5,4,4,3,4,4,3,4,3,5,4,3,3,4,4,4,Yes,I feel I am little bit lazy so want to be active and reach rhe goals 
10/14/2023 23:16:36,22,Female,Single,Joint,7,Graduate,Business,3-6 lakh,4,Colleagues,"Reduce Anxiety, Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",2,8,2,0.5,0.5,0.5,0.5,8,0.5,0.5,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Job / Work, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Reading Books, Games (Mobile or Computer games), Personality Development, Social Activities, Chatting, Part time work, Go for a walk",4,3,2,4,2,3,3,3,2,4,2,3,4,3,3,3,3,3,Yes,To enjoy fullest
10/14/2023 23:17:41,24,Male,Single,Nuclear,4,Post Graduate,Private Sector,3-6 lakh,3,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",3,9,1,0.5,0.5,1,1,7,0.5,2,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Reading Books, Job / Work, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Shopping (Clothes, Electronics, etc), Family Time, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Personality Development, Just Relaxing (Resting), Shopping, Swimming",5,5,4,4,3,4,4,2,4,4,4,2,3,4,4,3,4,4,Yes,"Yes, I just want to increase my exercise time so for my fitness I want to improve daily routine "
10/14/2023 23:21:39,17,Female,Single,Nuclear,5,HSC,Student,6-9 lakh,1,Friends,Quality Time (for some enjoyment),4,7,1,0.5,0,2,1,7,0.5,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Reading Books, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Shopping (Clothes, Electronics, etc)","Learning new things, Personality Development, Chatting, Volunteering",4,3,4,4,3,4,5,3,3,3,4,3,4,4,5,5,5,4,Yes,I want to improve my daily routine Because I face shortage of time sometimes and my expectations about life are so high with myself
10/14/2023 23:31:17,20,Female,Single,Nuclear,4,HSC,Student,0-3 lakh,1,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",1,5,0,1,1,2,2,8,0.5,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Reading Books, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Part time work, Music, Go for a walk, Pet Grooming",3,3,4,3,2,5,3,3,3,4,5,4,4,5,3,4,4,5,Yes,for better future
10/14/2023 23:34:49,21,Female,Single,Nuclear,4,Graduate,Private Sector,0-3 lakh,2,Family,Quality Time (for some enjoyment),2.5,9,1,0.5,0.25,1,2,6,1,0.75,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Sleeping, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Music",5,5,5,5,4,5,5,4,4,5,4,5,5,3,5,5,3,4,Yes,"Yes, To be able to create balance between things such as work and perosnal life."
10/14/2023 23:35:16,21,Female,Married,Nuclear,4,Graduate,Housewife/House Husband,3-6 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",0,0,8,0,0,2,1,8,2,2,"Use Mobile, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Family Time","Family Time, Learning new things, Just Relaxing (Resting), Part time work, Music, Writing",4,4,3,4,3,5,4,4,4,4,4,4,4,5,4,4,4,4,Yes,There is no enough time to think about daily routine. 
10/14/2023 23:37:14,25,Male,Single,Nuclear,4,Post Graduate,Business,0-3 lakh,4,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",2,8,1,1,1,1.5,0,6,1,1,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Review Goals, Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Gardening, Technolgy (Gadgets, Programming, etc)","Family Time, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Music, Go for a walk, Pet Grooming",5,5,5,5,1,5,5,1,1,5,5,3,3,1,5,3,3,5,No,I don't want to. 
10/14/2023 23:53:23,21,Male,Single,Nuclear,4,Post Graduate,Public Sector(Government sector),12-15 lakh,4,Colleagues,Privacy (just your alone time),2,8,2,0.25,1,1,2,7,2,1,"Use Mobile, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Reading Books","Social Media, Family Time, Learning new things",3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,Yes,for adapting time management
10/14/2023 23:59:00,20,Female,Single,Nuclear,4,Graduate,Student,3-6 lakh,1,Family,Quality Time (for some enjoyment),4,5,2,1.5,0.5,1,2,6,1,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Idle Time, Power Nap, Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Music, Go for a walk",3,3,3,3,3,3,2,3,2,2,2,4,4,3,2,3,2,2,Yes,"For me, it's about refining my daily schedule to prioritize self-improvement, fitness, and meaningful experiences."
10/15/2023 0:20:57,21,Female,Single,Nuclear,10,Post Graduate,Student,6-9 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",5,6,1,0.5,0.5,1,0,7,1,2,"Use Mobile, Travel, Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Just Relaxing (Resting), Shopping, Social Activities, Chatting",5,5,3,5,4,4,4,4,3,2,2,5,4,3,4,4,5,4,Yes,To live a better life 
10/15/2023 1:23:58,22,Male,Single,Joint,12,Post Graduate,Student,0-3 lakh,3,Friends,Refresh Mood,1,5,2,1,1,2,1,6,2,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Shopping (Clothes, Electronics, etc), Family Time","Social Media, Family Time, Hangout with friends, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive, Music, Go for a walk",3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,"Revamping my routine means crafting a structured day to chase ambitions, explore passions, and ensure a balanced lifestyle."
10/15/2023 1:42:08,25,Male,Single,Nuclear,3,Graduate,Private Sector,above 15 lakh,1,Alone,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation, I interact with people throughout the day, including family, friends, co-workers and strangers. When I have free time I use it to focus on self-care and personal well-being.",2.5,8,0.5,1,1.5,2,0.5,7,0.5,0.5,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Review Goals, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Just Relaxing (Resting), Shopping, Chatting",4,4,3,4,2,5,3,4,3,3,4,3,3,3,3,3,4,3,Yes,I'm improving my daily routine to keep things in order and free up more time. It's all about staying on top of things and making life more interesting.
