Timestamp,Age ,   Gender  ,  Marital Status:  ,"  Type of Family:   
(Nuclear family = just your mom dad, sibiling and you)",  Family Size: (including yourself),  Education Level:  ,  Occupation  ,  Family Annual Income :  ,"  Number of earning members in the family?  
(Including you)","With whom do you usually spend your most of the Leisure time with? 
(Leisure time - time when you are not working or occupied; free time)",What are the reasons for the same? (You can select multiple options)  ,TRAVEL,JOB_STUDY,HOUSEWORK,CALLING,CareOfHealth,MEALS,SOCIALMEDIA,SLEEP,ENTERTAINMENT,LEISURETIME,What activities you go through in a regular day? (You can select multiple options),What do you prefer to do in your leisure (free) time? (You can select multiple options),Your Attitude Toward Life,Mental Stability ,Time management,Passion for Living (an energy source for living an inspired life that is driven by purposeful action  ),Difficult Interactions (Can't communicate with people precisely),Healthy Life ( LOWERS THE RISK of being seriously ill ),Fullfill your enjoyments,"Daily Struggle ( to try very hard to do, achieve your goals)","Social Neighbourhood ( Networks provide sociability, social support, and social capital to their members )",Weekend satisfaction (great satisfaction with your weekend activities ),Promptness (doing things without delay or at the appropriate time.),"Transport facilities (Train, Bus, Rikshaw, etc)",Environment in your Locality / Area,"Unorthodox family ( not conforming to rules, traditions, or modes of conduct )",Sufficient Resources (sufficient material and financial resources available),Fulfilment of desires ( completion or achievement ),High Expectations towards life ,Work / Study Environment ,Have you ever considered making improvements to your daily routine ?,"Then why do you want OR don't you want to improve your daily routine?
(SHORT ANSWER)",Total_Activity_Hours_Final
10/14/2023 21:53:14,30,Male,Married,Nuclear,3,"Professional course (Diploma, ITI, etc.)",Private Sector,9-12 lakh,2,Partner,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",5.05,7.58,0.47,0.47,0.47,0.95,0.95,5.68,0.95,1.42,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Idle Time, Power Nap, Review Goals, Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Just Relaxing (Resting), Music, Go for a walk, Swimming",3,3,3,3,3,4,3,4,3,4,3,4,2,4,4,4,3,4,No,"I m satisfied with my current lifestyle,np need to improvement ",24
10/14/2023 21:56:50,22,Female,Single,Nuclear,3,Graduate,Private Sector,3-6 lakh,1,Friends,"Refresh Mood, Quality Time (for some enjoyment)",2.9,7.5,0,0.47,0,1.88,1.88,7.5,0.94,0.94,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Job / Work, Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Just Relaxing (Resting)",4,4,4,4,2,4,4,2,4,4,4,4,4,1,4,4,4,4,Yes,Would like to concentrate towards fitness and exercise,24
10/14/2023 22:07:34,21,Female,Single,Nuclear,4,Graduate,Student,6-9 lakh,1,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",1.73,6.08,1.01,1.01,1.01,2.02,1.01,7.09,2.02,1.01,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Reading Books, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Shopping (Clothes, Electronics, etc), Family Time","Social Media, Sleeping, Family Time, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Shopping, Music",3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,4,4,Yes,To achieve more impact ful results ,24
10/14/2023 22:13:05,22,Female,Single,Nuclear,6,Graduate,Student,3-6 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",3.76,0.94,4.71,1.88,0.47,1.41,1.88,7.53,0,1.41,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Family Time, Part time work, Go for a walk",2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,Yes,I want to improve my life because I am not satisfied with my life and my current life is not what I want ,24
10/14/2023 22:17:04,22,Female,Single,Nuclear,4,Post Graduate,Student,3-6 lakh,1,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",2.84,4.03,2.01,1.01,1.01,2.01,2.01,7.05,1.01,1.01,"Use Mobile, Travel, Studying, Reading Books, Cooking","Social Media, Sleeping, Family Time",4,4,3,4,3,4,5,4,3,4,4,4,4,4,4,4,4,4,No,I do my own work as per schedule time period so I think I don't need to improve it,24
10/14/2023 22:19:51,22,Female,Single,Nuclear,4,"Professional course (Diploma, ITI, etc.)",Business,3-6 lakh,3,Friends,"Refresh Mood, Self motivation",1.58,7.63,1.91,0.48,0,0.95,1.91,6.68,1.91,0.95,"Use Mobile, Reading Books, Job / Work","Social Media, Sleeping, Hangout with friends, Reading Books, Music",4,3,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,Because change  is necessary ,24
10/14/2023 22:20:47,18,Female,Single,Nuclear,5,"Professional course (Diploma, ITI, etc.)",Self-Employed,0-3 lakh,3,Alone,Feels good,5.61,7.01,0.88,0.88,0,0.44,1.75,4.38,1.75,1.31,"Use Mobile, Watching (T.V. /Reels/Movies), Job / Work","Sleeping, Music",1,1,3,2,3,3,1,3,2,3,3,3,3,3,3,3,2,3,No,I prefer stability over potential disruption.,24
10/14/2023 22:28:25,22,Female,Single,Nuclear,3,Graduate,Student,9-12 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Self motivation",2.61,3.8,1.9,0.48,0.95,0.95,1.9,5.7,1.9,3.8,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time, Gardening","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends",3,1,2,1,1,1,1,4,2,2,2,4,4,2,2,2,2,2,Yes,"I aim to optimize my routine to cultivate better habits, increase productivity, and foster a healthier mindset.",24
10/14/2023 22:29:27,26,Female,Single,Nuclear,6,Post Graduate,Private Sector,9-12 lakh,2,Partner,"Refresh Mood, Reduce Anxiety, Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",1.57,9.15,0.92,1.83,0.46,1.83,0.92,5.49,0.92,0.92,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Job / Work, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc)","Social Media, Sleeping, Hangout with friends, Personality Development, Long Drive, Just Relaxing (Resting), Shopping",3,3,2,4,2,4,5,3,3,5,4,4,3,4,5,5,5,3,Yes,For mental peace and to remove negativity around me.,24
10/14/2023 22:31:13,22,Female,Single,Nuclear,3,Graduate,Student,0-3 lakh,2,Alone,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",2.75,5.67,0.94,0.94,0,1.89,1.89,7.56,1.89,0.47,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Just Relaxing (Resting), Music",3,1,1,3,5,1,2,5,1,1,2,3,1,5,5,4,3,2,Yes,I want to improve it for my own better lifestyle,24
10/14/2023 22:34:43,22,Male,Single,Nuclear,3,Graduate,Fresher,3-6 lakh,1,Friends,Refresh Mood,1.61,3.12,0.52,1.04,2.08,1.04,2.08,8.34,2.08,2.08,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Personal Hygiene, Family Time, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Shopping, Social Activities, Chatting, Music, Go for a walk",4,4,5,5,4,5,4,5,4,4,5,4,4,4,4,4,4,4,Yes,To be more focused on my work ,24
10/14/2023 22:35:55,27,Female,Single,Nuclear,4,Post Graduate,Self-Employed,9-12 lakh,3,Alone,"Refresh Mood, Privacy (just your alone time)",1.19,0,3.04,0.51,1.01,2.03,4.06,8.11,2.03,2.03,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Reading Books, Job / Work, Cooking, Personal Hygiene",Sleeping,5,4,5,5,5,4,3,4,1,5,5,5,5,1,5,5,5,5,Yes,To reduce usage of time in scrolling social media,24
10/14/2023 22:36:39,22,Female,Single,Nuclear,4,"Professional course (Diploma, ITI, etc.)",Student,9-12 lakh,3,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Self motivation",4.13,2.71,1.81,0.9,0,2.71,2.71,5.42,1.81,1.81,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Cooking, Personal Hygiene, Power Nap, Shopping (Clothes, Electronics, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Shopping, Chatting, Part time work, Music, Go for a walk",3,2,1,3,5,3,1,2,1,2,4,4,3,5,4,5,3,3,Yes,Drinking water in 1 hour  daily,24
10/14/2023 22:38:36,24,Female,Single,Joint,5,Post Graduate,Private Sector,0-3 lakh,3,Alone,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",2.63,7.77,0.86,0.22,0.86,1.73,1.73,6.91,0.86,0.43,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Reading Books, Job / Work, Idle Time, Power Nap, Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Reading Books, Music, Go for a walk",4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,Yes,To make lifestyle better ,24
10/14/2023 22:39:08,19,Male,Single,Nuclear,2,Graduate,Student,0-3 lakh,1,Friends,"Refresh Mood, Reduce Anxiety",2.74,6.64,0.44,0.89,0.89,0.89,1.77,7.09,1.77,0.89,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Cooking, Creative Activities (Writing, Crafting, Photography, etc), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Long Drive, Just Relaxing (Resting), Shopping, Music",4,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4,5,3,Yes,Better time management ,24
10/14/2023 22:46:11,19,Female,Single,Nuclear,6,HSC,Student,0-3 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment)",2.41,2.01,1,1,0.5,1,2.01,8.04,1,5.02,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Cooking, Family Time","Social Media, Sleeping, Family Time, Learning new things, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Chatting, Writing",1,5,1,3,1,3,5,5,1,3,5,2,1,1,1,2,4,2,Yes,I want to improve my daily routine because I want to do a job,24
10/14/2023 22:50:58,21,Male,Single,Nuclear,3,Post Graduate,Student,12-15 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time), Self motivation",6.72,1.87,1.87,0,0.47,0.47,1.4,7.47,1.87,1.87,"Use Mobile, Travel, Exercise(Gym/Yoga /etc), Studying, Job / Work, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Sleeping, Family Time, Hangout with friends, Long Drive, Just Relaxing (Resting), Music, Go for a walk",5,4,5,5,3,4,2,5,3,4,5,5,5,1,5,3,1,5,Yes,No. Because I am particular in few things ... and I think that I complete it in given period of time,24
10/14/2023 22:53:11,49,Female,Married,Nuclear,3,Graduate,Private Sector,6-9 lakh,2,Family,"Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), ",3.94,7.76,1.73,0.22,0.43,1.29,1.73,5.18,0.86,0.86,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Reading Books, Job / Work, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Sleeping, Family Time, Reading Books, Just Relaxing (Resting), Shopping, Chatting, Music",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Yes,To improve  my health,24
10/14/2023 22:55:05,21,Female,Single,Nuclear,4,Post Graduate,Student,above 15 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment)",4.24,4.71,0,0,0,2.82,0.94,5.65,2.82,2.82,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Reading Books, Idle Time, Family Time, Technolgy (Gadgets, Programming, etc)","Sleeping, Reading Books, Music, Pet Grooming",4,5,3,4,4,5,3,5,3,3,4,4,4,2,5,3,5,5,Yes,"I guess I don't know what improvements are need to be done yet. Or if there's anything I would like to do, but something needs to be improved, yeah I guess its time management..",24
10/14/2023 23:01:36,21,Female,Single,Nuclear,5,HSC,Student,0-3 lakh,1,Alone,Quality Time (for some enjoyment),0.73,6.79,3.39,0.97,0.48,0.97,0.97,7.76,0.97,0.97,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time, ","Social Media, Family Time, Just Relaxing (Resting), Go for a walk",5,5,3,5,2,5,5,4,2,5,3,2,4,5,3,3,4,3,Yes,Want to improve more,24
10/14/2023 23:06:23,20,Female,Single,Nuclear,12,Graduate,Student,6-9 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",5.17,4.71,0.94,0.47,0.47,0.94,1.88,7.53,0.94,0.94,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Family Time","Social Media, Sleeping, Family Time, Hangout with friends, Long Drive, Just Relaxing (Resting), Shopping, Chatting, Music, Go for a walk",5,3,5,4,4,3,4,4,3,4,3,5,4,3,3,4,4,4,Yes,I feel I am little bit lazy so want to be active and reach rhe goals ,24
10/14/2023 23:16:36,22,Female,Single,Joint,7,Graduate,Business,3-6 lakh,4,Colleagues,"Reduce Anxiety, Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",3.37,7.86,1.96,0.49,0.49,0.49,0.49,7.86,0.49,0.49,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Job / Work, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Creative Activities (Writing, Crafting, Photography, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Reading Books, Games (Mobile or Computer games), Personality Development, Social Activities, Chatting, Part time work, Go for a walk",4,3,2,4,2,3,3,3,2,4,2,3,4,3,3,3,3,3,Yes,To enjoy fullest,24
10/14/2023 23:17:41,24,Male,Single,Nuclear,4,Post Graduate,Private Sector,3-6 lakh,3,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment)",4.11,7.96,0.88,0.44,0.44,0.88,0.88,6.19,0.44,1.77,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Reading Books, Job / Work, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Shopping (Clothes, Electronics, etc), Family Time, Gardening, Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Hangout with friends, Reading Books, Games (Mobile or Computer games), Playing Outdoor games, Personality Development, Just Relaxing (Resting), Shopping, Swimming",5,5,4,4,3,4,4,2,4,4,4,2,3,4,4,3,4,4,Yes,"Yes, I just want to increase my exercise time so for my fitness I want to improve daily routine ",24
10/14/2023 23:21:39,17,Female,Single,Nuclear,5,HSC,Student,6-9 lakh,1,Friends,Quality Time (for some enjoyment),5.41,6.51,0.93,0.46,0,1.86,0.93,6.51,0.46,0.93,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Reading Books, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Shopping (Clothes, Electronics, etc)","Learning new things, Personality Development, Chatting, Volunteering",4,3,4,4,3,4,5,3,3,3,4,3,4,4,5,5,5,4,Yes,I want to improve my daily routine Because I face shortage of time sometimes and my expectations about life are so high with myself,24
10/14/2023 23:31:17,20,Female,Single,Nuclear,4,HSC,Student,0-3 lakh,1,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",1.57,5.22,0,1.04,1.04,2.09,2.09,8.35,0.52,2.09,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Reading Books, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Power Nap, Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Part time work, Music, Go for a walk, Pet Grooming",3,3,4,3,2,5,3,3,3,4,5,4,4,5,3,4,4,5,Yes,for better future,24
10/14/2023 23:34:49,21,Female,Single,Nuclear,4,Graduate,Private Sector,0-3 lakh,2,Family,Quality Time (for some enjoyment),4.05,8.35,0.93,0.46,0.23,0.93,1.86,5.57,0.93,0.7,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Sleeping, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Music",5,5,5,5,4,5,5,4,4,5,4,5,5,3,5,5,3,4,Yes,"Yes, To be able to create balance between things such as work and perosnal life.",24
10/14/2023 23:35:16,21,Female,Married,Nuclear,4,Graduate,Housewife/House Husband,3-6 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",0,0,8.35,0,0,2.09,1.04,8.35,2.09,2.09,"Use Mobile, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Family Time","Family Time, Learning new things, Just Relaxing (Resting), Part time work, Music, Writing",4,4,3,4,3,5,4,4,4,4,4,4,4,5,4,4,4,4,Yes,There is no enough time to think about daily routine. ,24
10/14/2023 23:37:14,25,Male,Single,Nuclear,4,Post Graduate,Business,0-3 lakh,4,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",3.79,7.88,0.99,0.99,0.99,1.48,0,5.91,0.99,0.99,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Animal Care, Review Goals, Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Gardening, Technolgy (Gadgets, Programming, etc)","Family Time, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Music, Go for a walk, Pet Grooming",5,5,5,5,1,5,5,1,1,5,5,3,3,1,5,3,3,5,No,I don't want to. ,24
10/14/2023 23:53:23,21,Male,Single,Nuclear,4,Post Graduate,Public Sector(Government sector),12-15 lakh,4,Colleagues,Privacy (just your alone time),2.76,7.01,1.75,0.22,0.88,0.88,1.75,6.13,1.75,0.88,"Use Mobile, Reading Newspaper, Watching (T.V. /Reels/Movies), Spiritual Activity, Reading Books","Social Media, Family Time, Learning new things",3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,Yes,for adapting time management,24
10/14/2023 23:59:00,20,Female,Single,Nuclear,4,Graduate,Student,3-6 lakh,1,Family,Quality Time (for some enjoyment),4.76,4.58,1.83,1.37,0.46,0.92,1.83,5.5,0.92,1.83,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Idle Time, Power Nap, Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Music, Go for a walk",3,3,3,3,3,3,2,3,2,2,2,4,4,3,2,3,2,2,Yes,"For me, it's about refining my daily schedule to prioritize self-improvement, fitness, and meaningful experiences.",24
